,index,STATION_NAME,PARAMETER,RAW_VALUE
344,2000-12-01,Harmac,PM10,9.109017496635262
375,2001-01-01,Harmac,PM10,9.397039030955586
406,2001-02-01,Harmac,PM10,12.416167664670658
438,2001-03-01,Harmac,PM10,10.17004048582996
470,2001-04-01,Harmac,PM10,10.16388888888889
501,2001-05-01,Harmac,PM10,10.402964959568733
531,2001-06-01,Harmac,PM10,8.092566619915848
561,2001-07-01,Harmac,PM10,11.503364737550472
593,2001-08-01,Harmac,PM10,9.983870967741936
627,2001-09-01,Harmac,PM10,10.026573426573426
661,2001-10-01,Harmac,PM10,10.447761194029852
695,2001-11-01,Harmac,PM10,11.459499263622975
729,2001-12-01,Harmac,PM10,7.960490463215259
763,2002-01-01,Harmac,PM10,7.5978260869565215
797,2002-02-01,Harmac,PM10,10.235114503816794
830,2002-03-01,Harmac,PM10,9.016172506738544
864,2002-04-01,Harmac,PM10,10.979137691237831
899,2002-05-01,Harmac,PM10,8.935483870967742
934,2002-06-01,Harmac,PM10,10.122562674094707
968,2002-07-01,Harmac,PM10,11.493910690121787
1003,2002-08-01,Harmac,PM10,16.920592193808883
1037,2002-09-01,Harmac,PM10,14.289510489510489
1069,2002-10-01,Harmac,PM10,14.421708185053381
1103,2002-11-01,Harmac,PM10,15.685496183206107
1138,2002-12-01,Harmac,PM10,10.31174089068826
1173,2003-01-01,Harmac,PM10,10.961595273264402
1208,2003-02-01,Harmac,PM10,12.039115646258503
1243,2003-03-01,Harmac,PM10,7.819650067294751
1278,2003-04-01,Harmac,PM10,8.334722222222222
1313,2003-05-01,Harmac,PM10,9.233137829912023
1348,2003-06-01,Harmac,PM10,11.860643185298622
1383,2003-07-01,Harmac,PM10,11.453315290933695
1418,2003-08-01,Harmac,PM10,13.096904441453567
1453,2003-09-01,Harmac,PM10,10.480446927374302
1488,2003-10-01,Harmac,PM10,10.46540027137042
1522,2003-11-01,Harmac,PM10,11.38048090523338
1557,2003-12-01,Harmac,PM10,7.140495867768595
1592,2004-01-01,Harmac,PM10,7.260752688172043
1627,2004-02-01,Harmac,PM10,8.379310344827585
1661,2004-03-01,Harmac,PM10,9.014804845222073
1696,2004-04-01,Harmac,PM10,10.948467966573816
1731,2004-05-01,Harmac,PM10,10.539811066126855
1766,2004-06-01,Harmac,PM10,11.935933147632312
1801,2004-07-01,Harmac,PM10,11.905787348586811
1836,2004-08-01,Harmac,PM10,10.506775067750677
1871,2004-09-01,Harmac,PM10,9.795833333333333
1906,2004-10-01,Harmac,PM10,11.428571428571429
1941,2004-11-01,Harmac,PM10,9.934357541899441
1976,2004-12-01,Harmac,PM10,8.352226720647772
2011,2005-01-01,Harmac,PM10,8.998655913978494
2047,2005-02-01,Harmac,PM10,12.903129657228018
2083,2005-03-01,Harmac,PM10,9.38978494623656
2120,2005-04-01,Harmac,PM10,8.983333333333333
2155,2005-05-01,Harmac,PM10,9.22027027027027
2192,2005-06-01,Harmac,PM10,8.735632183908047
2229,2005-07-01,Harmac,PM10,10.600269179004037
2266,2005-08-01,Harmac,PM10,16.65943012211669
2303,2005-09-01,Harmac,PM10,11.247552447552447
2340,2005-10-01,Harmac,PM10,11.552341597796143
2377,2005-11-01,Harmac,PM10,8.683333333333334
2413,2005-12-01,Harmac,PM10,9.525815217391305
2449,2006-01-01,Harmac,PM10,5.85752688172043
2485,2006-02-01,Harmac,PM10,10.79284649776453
2521,2006-03-01,Harmac,PM10,8.205683355886332
2557,2006-04-01,Harmac,PM10,9.320833333333333
2593,2006-05-01,Harmac,PM10,10.448924731182796
2629,2006-06-01,Harmac,PM10,10.282913165266107
2665,2006-07-01,Harmac,PM10,12.446549391069013
2701,2006-08-01,Harmac,PM10,10.3
2736,2006-09-01,Harmac,PM10,10.07563025210084
2772,2006-10-01,Harmac,PM10,10.311989100817438
2808,2006-11-01,Harmac,PM10,7.518934081346424
2843,2006-12-01,Harmac,PM10,7.337950138504155
2877,2007-01-01,Harmac,PM10,7.866576819407008
2913,2007-02-01,Harmac,PM10,7.712574850299402
2949,2007-03-01,Harmac,PM10,6.793522267206478
2985,2007-04-01,Harmac,PM10,7.562412342215989
3022,2007-05-01,Harmac,PM10,10.882591093117409
3059,2007-06-01,Harmac,PM10,7.7
3096,2007-07-01,Harmac,PM10,10.900403768506056
3132,2007-08-01,Harmac,PM10,10.537313432835822
3167,2007-09-01,Harmac,PM10,10.333796940194715
3203,2007-10-01,Harmac,PM10,10.75
3240,2007-11-01,Harmac,PM10,9.57843137254902
3276,2007-12-01,Harmac,PM10,6.808882907133244
3312,2008-01-01,Harmac,PM10,7.049731182795699
3349,2008-02-01,Harmac,PM10,9.047619047619047
3385,2008-03-01,Harmac,PM10,7.189516129032258
3422,2008-04-01,Harmac,PM10,8.061884669479607
3457,2008-05-01,Harmac,PM10,9.24123989218329
3493,2008-06-01,Harmac,PM10,7.448611111111111
3529,2008-07-01,Harmac,PM10,10.649193548387096
3565,2008-08-01,Harmac,PM10,7.009485094850948
3601,2008-09-01,Harmac,PM10,10.17361111111111
3638,2008-10-01,Harmac,PM10,9.714285714285714
3675,2008-11-01,Harmac,PM10,9.419444444444444
3712,2008-12-01,Harmac,PM10,7.008086253369272
3749,2009-01-01,Harmac,PM10,7.348178137651822
3785,2009-02-01,Harmac,PM10,10.995391705069125
3821,2009-03-01,Harmac,PM10,7.008086253369272
3857,2009-04-01,Harmac,PM10,10.211864406779661
3893,2009-05-01,Harmac,PM10,8.92722371967655
3929,2009-06-01,Harmac,PM10,12.044444444444444
3964,2009-07-01,Harmac,PM10,13.753373403089899
3999,2009-08-01,Harmac,PM10,11.462930489130446
4033,2009-09-01,Harmac,PM10,8.975497152284268
4066,2009-10-01,Harmac,PM10,10.18159055854641
4100,2009-11-01,Harmac,PM10,6.873134711699167
4134,2009-12-01,Harmac,PM10,9.703884095430107
4168,2010-01-01,Harmac,PM10,7.454219900000018
4195,2010-02-01,Harmac,PM10,9.39857600449102
4215,2010-03-01,Harmac,PM10,8.279127677897586
4234,2010-04-01,Harmac,PM10,9.314849617110802
4252,2010-05-01,Harmac,PM10,8.238440505376346
4270,2010-06-01,Harmac,PM10,7.586496886871518
4288,2010-07-01,Harmac,PM10,13.719152948509512
4306,2010-08-01,Harmac,PM10,15.470809423448276
4324,2010-09-01,Harmac,PM10,7.990006618915167
4340,2010-10-01,Harmac,PM10,10.217500411843886
4355,2010-11-01,Harmac,PM10,7.491655598885801
4370,2010-12-01,Harmac,PM10,6.6960912345013455
4385,2011-01-01,Harmac,PM10,6.858603126344097
4400,2011-02-01,Harmac,PM10,8.19816215479877
4415,2011-03-01,Harmac,PM10,7.031347740591407
4430,2011-04-01,Harmac,PM10,6.482232947222222
4445,2011-05-01,Harmac,PM10,7.368203400809726
4459,2011-06-01,Harmac,PM10,8.339742189141864
4474,2011-07-01,Harmac,PM10,8.985271188172046
4489,2011-08-01,Harmac,PM10,11.740469485868116
4504,2011-09-01,Harmac,PM10,11.530908945530733
4519,2011-10-01,Harmac,PM10,9.445608761316882
4534,2011-11-01,Harmac,PM10,8.473495460893865
4549,2011-12-01,Harmac,PM10,7.8228571814516235
4564,2012-01-01,Harmac,PM10,7.158148657181586
4579,2012-02-01,Harmac,PM10,7.580776634532379
4594,2012-03-01,Harmac,PM10,6.734162639945655
4609,2012-04-01,Harmac,PM10,7.797048251388896
4624,2012-05-01,Harmac,PM10,9.821521295148248
4639,2012-06-01,Harmac,PM10,6.769274591666673
4654,2012-07-01,Harmac,PM10,10.297249029649604
4669,2012-08-01,Harmac,PM10,12.470445624999993
4683,2012-09-01,Harmac,PM10,12.185298377777789
4698,2012-10-01,Harmac,PM10,8.623014512129396
4713,2012-11-01,Harmac,PM10,7.326596865734261
4728,2012-12-01,Harmac,PM10,5.918450300944664
4742,2013-01-01,Harmac,PM10,8.185924278600273
4756,2013-02-01,Harmac,PM10,7.34504599550899
4771,2013-03-01,Harmac,PM10,8.833746981182804
4787,2013-04-01,Harmac,PM10,7.571580649441349
4803,2013-05-01,Harmac,PM10,9.062513157681945
4818,2013-06-01,Harmac,PM10,8.125860768055569
4833,2013-07-01,Harmac,PM10,15.692285563342322
4848,2013-08-01,Harmac,PM10,10.041814838056697
4863,2013-09-01,Harmac,PM10,9.088420522222235
4878,2013-10-01,Harmac,PM10,12.17570360026919
4892,2013-11-01,Harmac,PM10,10.229971842837285
4906,2013-12-01,Harmac,PM10,8.806777613728137
4920,2014-01-01,Harmac,PM10,8.569677362103825
4934,2014-02-01,Harmac,PM10,7.820383275297621
4948,2014-03-01,Harmac,PM10,7.354770150112349
4963,2014-04-01,Harmac,PM10,8.407093491573042
4978,2014-05-01,Harmac,PM10,9.876221514131883
4993,2014-06-01,Harmac,PM10,10.729417617977516
5009,2014-07-01,Harmac,PM10,12.01589946826517
9824,2014-08-01,Harmac,PM25,6.536652835408022
9860,2014-09-01,Harmac,PM25,5.8245125348189415
9896,2014-10-01,Harmac,PM25,8.345439641891899
9932,2014-11-01,Harmac,PM25,13.183515099023724
9968,2014-12-01,Harmac,PM25,11.76599126657648
10004,2015-01-01,Harmac,PM25,10.468437979729737
10041,2015-02-01,Harmac,PM25,10.717594678195498
10077,2015-03-01,Harmac,PM25,9.26383464150943
10113,2015-04-01,Harmac,PM25,6.916339963585415
10149,2015-05-01,Harmac,PM25,7.112486659029653
10184,2015-06-01,Harmac,PM25,4.944443201398594
10217,2015-07-01,Harmac,PM25,8.355477827868851
10251,2015-08-01,Harmac,PM25,4.964769647696477
10285,2015-09-01,Harmac,PM25,5.1290780141843975
10319,2015-10-01,Harmac,PM25,11.288409703504042
10354,2015-11-01,Harmac,PM25,15.84958217270195
10389,2015-12-01,Harmac,PM25,8.317438692098092
10424,2016-01-01,Harmac,PM25,11.61507402422611
10459,2016-02-01,Harmac,PM25,9.683526011560694
10494,2016-03-01,Harmac,PM25,7.133964817320703
10528,2016-04-01,Harmac,PM25,6.426553672316384
10562,2016-05-01,Harmac,PM25,3.776712328767123
10596,2016-06-01,Harmac,PM25,2.7671033478893743
10630,2016-07-01,Harmac,PM25,4.294594594594595
10663,2016-08-01,Harmac,PM25,5.620081411126187
10696,2016-09-01,Harmac,PM25,5.422695035460993
10729,2016-10-01,Harmac,PM25,7.043243243243243
10762,2016-11-01,Harmac,PM25,8.497191011235955
10795,2016-12-01,Harmac,PM25,7.812841530054645
10828,2017-01-01,Harmac,PM25,3.0
9,2000-01-01,Hope,PM10,7.081190798376184
39,2000-02-01,Hope,PM10,8.270503597122302
69,2000-03-01,Hope,PM10,9.30241935483871
100,2000-04-01,Hope,PM10,11.663421418636997
130,2000-05-01,Hope,PM10,9.541891891891892
161,2000-06-01,Hope,PM10,11.611500701262273
191,2000-07-01,Hope,PM10,13.283727399165508
223,2000-08-01,Hope,PM10,14.330163043478262
253,2000-09-01,Hope,PM10,10.705307262569832
283,2000-10-01,Hope,PM10,10.562753036437247
314,2000-11-01,Hope,PM10,9.970833333333333
345,2000-12-01,Hope,PM10,8.178763440860216
376,2001-01-01,Hope,PM10,8.115902964959568
407,2001-02-01,Hope,PM10,9.1875
439,2001-03-01,Hope,PM10,9.230061349693251
471,2001-04-01,Hope,PM10,10.768258426966293
502,2001-05-01,Hope,PM10,12.019047619047619
532,2001-06-01,Hope,PM10,9.959479015918959
562,2001-07-01,Hope,PM10,14.334677419354838
594,2001-08-01,Hope,PM10,14.855209742895806
628,2001-09-01,Hope,PM10,12.134265734265734
662,2001-10-01,Hope,PM10,8.42140921409214
696,2001-11-01,Hope,PM10,8.608047690014903
730,2001-12-01,Hope,PM10,6.46530612244898
764,2002-01-01,Hope,PM10,6.8276797829036635
798,2002-02-01,Hope,PM10,6.875
831,2002-03-01,Hope,PM10,9.316216216216215
865,2002-04-01,Hope,PM10,10.975290697674419
900,2002-05-01,Hope,PM10,9.830417227456259
935,2002-06-01,Hope,PM10,12.328147100424328
969,2002-07-01,Hope,PM10,15.184426229508198
1004,2002-08-01,Hope,PM10,16.46866485013624
1038,2002-09-01,Hope,PM10,10.154929577464788
1070,2002-10-01,Hope,PM10,11.297699594046009
1104,2002-11-01,Hope,PM10,9.674074074074074
1139,2002-12-01,Hope,PM10,6.317647058823529
1174,2003-01-01,Hope,PM10,7.201884253028264
1209,2003-02-01,Hope,PM10,7.943198804185351
1244,2003-03-01,Hope,PM10,6.633288227334235
1279,2003-04-01,Hope,PM10,8.786908077994429
1314,2003-05-01,Hope,PM10,11.675202156334231
1349,2003-06-01,Hope,PM10,14.93863319386332
1384,2003-07-01,Hope,PM10,15.756756756756756
1419,2003-08-01,Hope,PM10,15.660377358490566
1454,2003-09-01,Hope,PM10,12.816783216783216
1489,2003-10-01,Hope,PM10,10.720867208672086
1523,2003-11-01,Hope,PM10,9.475592747559276
1558,2003-12-01,Hope,PM10,6.172972972972973
1593,2004-01-01,Hope,PM10,6.523206751054852
1628,2004-02-01,Hope,PM10,7.464080459770115
6169,2004-02-01,Hope,PM25,4.013333333333334
1662,2004-03-01,Hope,PM10,8.068825910931174
6188,2004-03-01,Hope,PM25,3.02834008097166
1697,2004-04-01,Hope,PM10,11.555090655509066
6207,2004-04-01,Hope,PM25,4.375176304654443
1732,2004-05-01,Hope,PM10,11.393775372124493
6226,2004-05-01,Hope,PM25,4.348710990502036
1767,2004-06-01,Hope,PM10,13.83008356545961
6245,2004-06-01,Hope,PM25,5.954102920723226
1802,2004-07-01,Hope,PM10,16.013550135501355
6264,2004-07-01,Hope,PM25,6.778225806451613
1837,2004-08-01,Hope,PM10,15.519515477792732
6284,2004-08-01,Hope,PM25,6.269179004037685
1872,2004-09-01,Hope,PM10,13.122362869198312
6304,2004-09-01,Hope,PM25,4.859527121001391
1907,2004-10-01,Hope,PM10,11.580645161290322
6324,2004-10-01,Hope,PM25,4.586810228802153
1942,2004-11-01,Hope,PM10,9.411436541143654
6344,2004-11-01,Hope,PM25,5.4603616133518775
1977,2004-12-01,Hope,PM10,6.794078061911171
6364,2004-12-01,Hope,PM25,3.071236559139785
2012,2005-01-01,Hope,PM10,7.839838492597577
6384,2005-01-01,Hope,PM25,3.435483870967742
2048,2005-02-01,Hope,PM10,7.604790419161676
6405,2005-02-01,Hope,PM25,3.0833333333333335
2084,2005-03-01,Hope,PM10,8.758064516129032
6426,2005-03-01,Hope,PM25,3.920592193808883
2121,2005-04-01,Hope,PM10,10.365921787709498
6448,2005-04-01,Hope,PM25,3.938888888888889
2156,2005-05-01,Hope,PM10,12.513550135501355
6470,2005-05-01,Hope,PM25,4.554508748317631
2193,2005-06-01,Hope,PM10,10.081118881118881
6492,2005-06-01,Hope,PM25,4.534818941504178
2230,2005-07-01,Hope,PM10,13.929251700680272
6514,2005-07-01,Hope,PM25,5.938692098092643
2267,2005-08-01,Hope,PM10,15.852861035422343
6536,2005-08-01,Hope,PM25,7.306756756756757
2304,2005-09-01,Hope,PM10,11.386331938633194
6558,2005-09-01,Hope,PM25,4.653685674547983
2341,2005-10-01,Hope,PM10,9.88663967611336
6580,2005-10-01,Hope,PM25,4.097297297297297
2378,2005-11-01,Hope,PM10,8.096774193548388
6602,2005-11-01,Hope,PM25,4.4972067039106145
2414,2005-12-01,Hope,PM10,7.460081190798376
6624,2005-12-01,Hope,PM25,4.032345013477089
2450,2006-01-01,Hope,PM10,5.836265223274696
6646,2006-01-01,Hope,PM25,2.5876010781671157
2486,2006-02-01,Hope,PM10,7.761619190404797
6668,2006-02-01,Hope,PM25,3.1235119047619047
2522,2006-03-01,Hope,PM10,7.693766937669377
6690,2006-03-01,Hope,PM25,2.7486486486486488
2558,2006-04-01,Hope,PM10,9.47844827586207
6712,2006-04-01,Hope,PM25,3.7057182705718272
2594,2006-05-01,Hope,PM10,12.26514131897712
6734,2006-05-01,Hope,PM25,4.575268817204301
2630,2006-06-01,Hope,PM10,12.39020979020979
6756,2006-06-01,Hope,PM25,4.339105339105339
2666,2006-07-01,Hope,PM10,15.922155688622755
6778,2006-07-01,Hope,PM25,5.324812030075188
2702,2006-08-01,Hope,PM10,15.55
6800,2006-08-01,Hope,PM25,3.1117092866756395
2737,2006-09-01,Hope,PM10,15.489568845618916
6822,2006-09-01,Hope,PM25,3.659248956884562
2773,2006-10-01,Hope,PM10,10.00135685210312
6846,2006-10-01,Hope,PM25,2.46374829001368
2809,2006-11-01,Hope,PM10,6.507713884992987
6872,2006-11-01,Hope,PM25,2.962025316455696
2844,2006-12-01,Hope,PM10,5.964625850340136
6898,2006-12-01,Hope,PM25,2.6818923327895594
2878,2007-01-01,Hope,PM10,7.116546762589928
6924,2007-01-01,Hope,PM25,3.380952380952381
2914,2007-02-01,Hope,PM10,7.526865671641791
6950,2007-02-01,Hope,PM25,3.6125186289120714
2950,2007-03-01,Hope,PM10,7.3622795115332424
6976,2007-03-01,Hope,PM25,2.7018970189701896
2986,2007-04-01,Hope,PM10,8.804469273743017
7002,2007-04-01,Hope,PM25,3.2767732962447846
3023,2007-05-01,Hope,PM10,13.195663956639565
7028,2007-05-01,Hope,PM25,4.344579945799458
3060,2007-06-01,Hope,PM10,10.497612359550565
7055,2007-06-01,Hope,PM25,3.9953781512605038
3097,2007-07-01,Hope,PM10,15.900272851296043
7083,2007-07-01,Hope,PM25,6.0792915531335225
3133,2007-08-01,Hope,PM10,16.70557065217391
7111,2007-08-01,Hope,PM25,5.01576086956522
3168,2007-09-01,Hope,PM10,12.834794908062246
7139,2007-09-01,Hope,PM25,4.027605633802816
3204,2007-10-01,Hope,PM10,9.93888888888889
7167,2007-10-01,Hope,PM25,3.6231805929919143
3241,2007-11-01,Hope,PM10,9.432812499999999
7196,2007-11-01,Hope,PM25,4.491384180790962
3277,2007-12-01,Hope,PM10,6.894451962110955
7225,2007-12-01,Hope,PM25,2.800403768506056
3313,2008-01-01,Hope,PM10,6.339783491204327
7254,2008-01-01,Hope,PM25,2.6303234501347728
3350,2008-02-01,Hope,PM10,7.603918722786645
7283,2008-02-01,Hope,PM25,2.8101596516690837
3386,2008-03-01,Hope,PM10,8.117639077340558
7312,2008-03-01,Hope,PM25,2.989145183175036
3423,2008-04-01,Hope,PM10,8.830876216968012
7341,2008-04-01,Hope,PM25,3.201808066759385
3458,2008-05-01,Hope,PM10,12.168758526602998
7370,2008-05-01,Hope,PM25,4.508299319727889
3494,2008-06-01,Hope,PM10,10.512569832402233
7399,2008-06-01,Hope,PM25,4.082657342657341
3530,2008-07-01,Hope,PM10,15.973233695652173
7428,2008-07-01,Hope,PM25,5.997965116279073
3566,2008-08-01,Hope,PM10,12.51204986149586
7456,2008-08-01,Hope,PM25,5.316190476190476
3602,2008-09-01,Hope,PM10,12.092706872370277
7484,2008-09-01,Hope,PM25,3.9524544179523113
3639,2008-10-01,Hope,PM10,12.268384401114204
7512,2008-10-01,Hope,PM25,5.662552011095701
3676,2008-11-01,Hope,PM10,7.288128491620113
7539,2008-11-01,Hope,PM25,3.1282670454545425
3713,2008-12-01,Hope,PM10,7.352876712328764
7566,2008-12-01,Hope,PM25,2.891369863013701
3750,2009-01-01,Hope,PM10,6.991530054644811
7594,2009-01-01,Hope,PM25,2.6088555858310642
3786,2009-02-01,Hope,PM10,8.075150602409652
7622,2009-02-01,Hope,PM25,2.9854324734446127
3822,2009-03-01,Hope,PM10,7.765116279069774
7651,2009-03-01,Hope,PM25,2.4106703146374855
3858,2009-04-01,Hope,PM10,10.18036723163842
7681,2009-04-01,Hope,PM25,3.725423728813554
3894,2009-05-01,Hope,PM10,10.120491803278682
7711,2009-05-01,Hope,PM25,3.6882030178326453
3930,2009-06-01,Hope,PM10,12.913744740532936
7740,2009-06-01,Hope,PM25,5.5023842917251
3965,2009-07-01,Hope,PM10,16.333012379642362
7771,2009-07-01,Hope,PM25,6.8870451237263435
4000,2009-08-01,Hope,PM10,17.153632148377127
7801,2009-08-01,Hope,PM25,8.472262773722617
4034,2009-09-01,Hope,PM10,11.716428571428569
7831,2009-09-01,Hope,PM25,3.4227722772277236
4067,2009-10-01,Hope,PM10,7.920879120879113
7860,2009-10-01,Hope,PM25,2.647724137931035
4101,2009-11-01,Hope,PM10,6.233666191155493
7891,2009-11-01,Hope,PM25,2.1604285714285676
4135,2009-12-01,Hope,PM10,7.576566757493189
7922,2009-12-01,Hope,PM25,2.9194557823129266
4169,2010-01-01,Hope,PM10,4.6
7954,2010-01-01,Hope,PM25,2.2642176870748307
7984,2010-02-01,Hope,PM25,2.680275229357799
8016,2010-03-01,Hope,PM25,2.762721088435375
8047,2010-04-01,Hope,PM25,2.810644257703079
8079,2010-05-01,Hope,PM25,3.2091530054644797
8113,2010-06-01,Hope,PM25,3.17094972067039
8147,2010-07-01,Hope,PM25,6.600135501355011
8181,2010-08-01,Hope,PM25,7.686065573770492
8215,2010-09-01,Hope,PM25,2.362865090403337
8249,2010-10-01,Hope,PM25,4.115343203230145
8282,2010-11-01,Hope,PM25,3.8344146685472515
8314,2010-12-01,Hope,PM25,2.016029143897996
8348,2011-01-01,Hope,PM25,2.005306122448981
8382,2011-02-01,Hope,PM25,2.4713213213213185
8417,2011-03-01,Hope,PM25,2.0211021505376343
8452,2011-04-01,Hope,PM25,2.593463143254522
8487,2011-05-01,Hope,PM25,3.3899193548387077
8521,2011-06-01,Hope,PM25,3.549022346368711
8553,2011-07-01,Hope,PM25,3.9545945945945946
8586,2011-08-01,Hope,PM25,6.550840336134451
8619,2011-09-01,Hope,PM25,5.166766917293235
8653,2011-10-01,Hope,PM25,3.3014844804318515
8687,2011-11-01,Hope,PM25,3.155754475703325
8721,2011-12-01,Hope,PM25,3.7105413105413096
8757,2012-01-01,Hope,PM25,2.365612104539204
8793,2012-02-01,Hope,PM25,2.499855491329479
8828,2012-03-01,Hope,PM25,1.7799731182795713
8863,2012-04-01,Hope,PM25,3.027615062761505
8898,2012-05-01,Hope,PM25,3.762972972972976
8933,2012-06-01,Hope,PM25,2.744662921348316
8967,2012-07-01,Hope,PM25,7.342916093535066
9001,2012-08-01,Hope,PM25,6.226895565092989
9035,2012-09-01,Hope,PM25,6.45253521126761
9069,2012-10-01,Hope,PM25,3.274038461538454
9103,2012-11-01,Hope,PM25,3.491237830319894
9137,2012-12-01,Hope,PM25,2.3966472303206996
9171,2013-01-01,Hope,PM25,4.566481994459835
9205,2013-02-01,Hope,PM25,5.229464285714282
9239,2013-03-01,Hope,PM25,4.37662162162162
9274,2013-04-01,Hope,PM25,4.114066852367686
9308,2013-05-01,Hope,PM25,4.785195154777917
9343,2013-06-01,Hope,PM25,3.517261055634805
9377,2013-07-01,Hope,PM25,7.137536656891495
9410,2013-08-01,Hope,PM25,5.137398373983735
9444,2013-09-01,Hope,PM25,4.8291666666666675
9478,2013-10-01,Hope,PM25,6.380458221024259
9512,2013-11-01,Hope,PM25,5.719498607242343
9546,2013-12-01,Hope,PM25,5.450404312668461
9580,2014-01-01,Hope,PM25,4.159913169319831
9614,2014-02-01,Hope,PM25,3.3806504065040692
9649,2014-03-01,Hope,PM25,3.986956521739132
9684,2014-04-01,Hope,PM25,4.086527777777783
9719,2014-05-01,Hope,PM25,4.503499327052489
9754,2014-06-01,Hope,PM25,5.22550724637681
9789,2014-07-01,Hope,PM25,5.659863945578232
9825,2014-08-01,Hope,PM25,8.263172043010751
9861,2014-09-01,Hope,PM25,4.449732620320852
9897,2014-10-01,Hope,PM25,4.7327913279132785
9933,2014-11-01,Hope,PM25,9.285280728376325
9969,2014-12-01,Hope,PM25,6.013019390581722
10005,2015-01-01,Hope,PM25,6.546718749999997
10042,2015-02-01,Hope,PM25,5.5575572519084
10078,2015-03-01,Hope,PM25,5.846081081081075
10114,2015-04-01,Hope,PM25,5.062169680111269
10150,2015-05-01,Hope,PM25,6.552395209580834
10185,2015-06-01,Hope,PM25,5.84472843450479
10218,2015-07-01,Hope,PM25,7.97241847826087
10252,2015-08-01,Hope,PM25,8.991778975741243
10286,2015-09-01,Hope,PM25,3.8099833610648908
10320,2015-10-01,Hope,PM25,6.21970310391363
10355,2015-11-01,Hope,PM25,7.479017857142857
10390,2015-12-01,Hope,PM25,4.83059163059163
10425,2016-01-01,Hope,PM25,3.9217567567567566
10460,2016-02-01,Hope,PM25,3.4746031746031742
10495,2016-03-01,Hope,PM25,3.15428571428571
10529,2016-04-01,Hope,PM25,5.997079276773292
10563,2016-05-01,Hope,PM25,5.2094964028777
10597,2016-06-01,Hope,PM25,4.079415855354663
10631,2016-07-01,Hope,PM25,4.328243243243239
10664,2016-08-01,Hope,PM25,5.502557200538353
10697,2016-09-01,Hope,PM25,4.615168539325842
10730,2016-10-01,Hope,PM25,4.317711171662129
10763,2016-11-01,Hope,PM25,4.357843137254902
10796,2016-12-01,Hope,PM25,4.860442600276618
10829,2017-01-01,Hope,PM25,5.6
10,2000-01-01,Houston,PM10,11.434454177897578
40,2000-02-01,Houston,PM10,15.360300719424462
70,2000-03-01,Houston,PM10,27.639890094979673
101,2000-04-01,Houston,PM10,14.806730822873071
131,2000-05-01,Houston,PM10,13.377547779273202
162,2000-06-01,Houston,PM10,14.221155771905417
192,2000-07-01,Houston,PM10,13.048839406207819
224,2000-08-01,Houston,PM10,13.298687752355315
254,2000-09-01,Houston,PM10,17.108285515320333
284,2000-10-01,Houston,PM10,15.567385444743936
315,2000-11-01,Houston,PM10,20.127094972067038
346,2000-12-01,Houston,PM10,12.931266846361186
377,2001-01-01,Houston,PM10,12.902834008097166
408,2001-02-01,Houston,PM10,17.464977645305513
440,2001-03-01,Houston,PM10,28.17222222222222
472,2001-04-01,Houston,PM10,21.27754532775453
503,2001-05-01,Houston,PM10,11.470985155195681
533,2001-06-01,Houston,PM10,13.41891891891892
5660,2001-07-01,Houston,PM25,2.3805970149253732
595,2001-08-01,Houston,PM10,16.663220088626293
5673,2001-08-01,Houston,PM25,4.636608344549125
629,2001-09-01,Houston,PM10,13.352859135285913
5687,2001-09-01,Houston,PM25,3.3933054393305437
663,2001-10-01,Houston,PM10,14.869272237196766
5701,2001-10-01,Houston,PM25,6.808625336927224
697,2001-11-01,Houston,PM10,12.372739916550765
5715,2001-11-01,Houston,PM25,10.205580029368576
731,2001-12-01,Houston,PM10,10.699865410497981
5729,2001-12-01,Houston,PM25,7.419919246298789
765,2002-01-01,Houston,PM10,10.938172043010752
5744,2002-01-01,Houston,PM25,7.809139784946237
799,2002-02-01,Houston,PM10,14.402402402402402
5759,2002-02-01,Houston,PM25,10.274362818590705
832,2002-03-01,Houston,PM10,24.72936400541272
5774,2002-03-01,Houston,PM25,11.949932341001354
866,2002-04-01,Houston,PM10,36.61335187760779
5790,2002-04-01,Houston,PM25,7.952712100139082
901,2002-05-01,Houston,PM10,15.973082099596231
5807,2002-05-01,Houston,PM25,3.864064602960969
936,2002-06-01,Houston,PM10,17.338440111420613
5824,2002-06-01,Houston,PM25,4.1991643454039
970,2002-07-01,Houston,PM10,13.78167115902965
5841,2002-07-01,Houston,PM25,3.7088948787061993
1005,2002-08-01,Houston,PM10,14.977150537634408
5858,2002-08-01,Houston,PM25,3.2580645161290325
1039,2002-09-01,Houston,PM10,12.620111731843576
5875,2002-09-01,Houston,PM25,6.22700296735905
1071,2002-10-01,Houston,PM10,20.42972972972973
5891,2002-10-01,Houston,PM25,9.489913544668587
1105,2002-11-01,Houston,PM10,27.65507649513213
5907,2002-11-01,Houston,PM25,12.55354659248957
1140,2002-12-01,Houston,PM10,15.73485868102288
5923,2002-12-01,Houston,PM25,7.788694481830417
1175,2003-01-01,Houston,PM10,16.142857142857142
5939,2003-01-01,Houston,PM25,10.164420485175203
1210,2003-02-01,Houston,PM10,14.341281669150522
5956,2003-02-01,Houston,PM25,9.851574212893553
1245,2003-03-01,Houston,PM10,26.208108108108107
5974,2003-03-01,Houston,PM25,8.519674355495251
1280,2003-04-01,Houston,PM10,23.08066759388039
5992,2003-04-01,Houston,PM25,5.554937413073714
